brand,phone_name,condition1,condition2,oldprice,newprice,release,ram,rom
,Samsung Galaxy A05S,Cũ Trầy Xước,,2.790.000đ,3.990.000đ,,6 GB,128 GB
,Vsmart Aris,Cũ,,2.890.000đ,5.990.000đ,,6 GB,64 GB
,Realme C21Y,Cũ Trầy Xước,,1.990.000đ,4.290.000đ,,4 GB,64 GB
,Samsung Galaxy A05,Cũ Xước Cấn,,1.790.000đ,3.090.000đ,,6 GB,128 GB
,Vivo Y35,Cũ Trầy Xước,,2.890.000đ,6.990.000đ,,8GB + Mở rộng 8GB,128 GB
,Xiaomi Redmi 10C,Cũ Đẹp,,1.690.000đ,3.890.000đ,,4 GB,64 GB
,Điện thoại Sony Xperia 1V,Đã Kích Hoạt,,23.490.000đ,35.990.000đ,,12 GB,256 GB
,Samsung Galaxy A05,Cũ Xước Cấn,,Giá Liên Hệ,3.090.000đ,,4 GB,128 GB
,Samsung Galaxy A05S,Cũ Xước Cấn,,2.090.000đ,3.990.000đ,,4 GB,128 GB
,OPPO Reno12 F,Đã Kích Hoạt,,8.190.000đ,9.490.000đ,,12 GB,256 GB
,Samsung Galaxy S23 Ultra,Đã Kích Hoạt,,18.790.000đ,31.990.000đ,,8 GB,256 GB
,Điện thoại ZTE Blade A72,Cũ Trầy Xước,,1.090.000đ,2.490.000đ,,3 GB,128 GB
,Xiaomi 13T Pro,Cũ Đẹp,,10.290.000đ,16.990.000đ,,12 GB,256 GB
,Samsung Galaxy A30s,Cũ đẹp,,3.000.000đ,6.290.000đ,,4 GB,64 GB
,Samsung Galaxy A55,Cũ Đẹp,,7.590.000đ,9.990.000đ,,8 GB,256 GB
,Samsung Galaxy A12,Cũ Trầy Xước,,1.590.000đ,4.290.000đ,,4 GB,128 GB
,Vivo Y16,Cũ Xước Cấn,,1.790.000đ,4.490.000đ,,4GB + Mở rộng 1GB,128 GB
,Oneplus 10T,Cũ Đẹp,,9.490.000đ,17.990.000đ,,16 GB,256 GB
,Redmi A2,Cũ Đẹp,,1.290.000đ,2.190.000đ,,2 GB,32 GB
,iPhone 13 Pro,Cũ Xước Cấn,,Giá Liên Hệ,23.990.000đ,,6 GB,128 GB
,Nokia G21,Cũ Xước Cấn,,2.090.000đ,4.290.000đ,,6 GB,128 GB
,Xiaomi Mi 11 Lite,Cũ Đẹp,,4.990.000đ,9.490.000đ,,8 GB,128 GB
,Nokia 105,Cũ Xước Cấn,,350.000đ,680.000đ,,,128 MB
,Xiaomi POCO M5,Cũ Trầy Xước,,2.090.000đ,4.290.000đ,,4 GB,64 GB
,Samsung Galaxy S21 FE,Cũ Xước Cấn,,5.890.000đ,16.990.000đ,,8 GB,128 GB
,realme C51,Đã Kích Hoạt,,2.490.000đ,3.290.000đ,,4GB + Mở rộng 4GB,64 GB
,Masstel Lux 20,Cũ Xước Cấn,,300.000đ,500.000đ,,,128 MB
,Samsung Galaxy A33,Cũ Trầy Xước,,3.590.000đ,7.290.000đ,,6 GB,128 GB
,Samsung Galaxy Z Fold4,Đã Kích Hoạt,,17.490.000đ,40.990.000đ,,12 GB,256 GB
,Samsung Galaxy A35,Cũ Đẹp,,6.090.000đ,8.290.000đ,,8 GB,256 GB
,Samsung Galaxy A23,Cũ Trầy Xước,,2.890.000đ,5.990.000đ,,4 GB,128 GB
,Infinix Hot 40 Pro Free Fire,Cũ Đẹp,,Giá Liên Hệ,4.290.000đ,,8 GB,256 GB
,vivo Y17s,Cũ Đẹp,,2.290.000đ,3.790.000đ,,4 GB,64 GB
,Oppo A15s,Cũ Trầy Xước,,1.890.000đ,4.290.000đ,,4 GB,64 GB
,Samsung Galaxy M14,Cũ Trầy Xước,,2.390.000đ,5.290.000đ,,4 GB,64 GB
,Samsung Galaxy S23 FE,Cũ Xước Cấn,,7.090.000đ,14.890.000đ,,8 GB,128 GB
,Samsung Galaxy S22 Ultra,Cũ Trầy Xước,,14.090.000đ,36.990.000đ,,12 GB,512 GB
,realme C51,Cũ Trầy Xước,,2.190.000đ,4.490.000đ,,6 GB,256 GB
,Vivo Y12s,Cũ Đẹp,,1.590.000đ,3.290.000đ,,3 GB,32 GB
,Realme C55,Cũ Xước Cấn,,2.290.000đ,4.990.000đ,,6 GB,128 GB
,Vivo Y02t,Đã Kích Hoạt,,1.890.000đ,2.990.000đ,,4 GB,64 GB
,iPhone 13,Đổi bảo hành VN/A,,17.790.000đ,24.990.000đ,,4 GB,128 GB
,vivo Y22S,Cũ Đẹp,,2.690.000đ,5.290.000đ,,4 GB,128 GB
,Samsung Galaxy A73,Cũ Xước Cấn,,5.490.000đ,12.990.000đ,,8 GB,256 GB
,OPPO A16,Cũ Trầy Xước,,1.790.000đ,3.990.000đ,,4 GB,64 GB
,Vivo Y21S,Cũ Trầy Xước,,2.090.000đ,4.990.000đ,,4 GB,128 GB
,Samsung Galaxy S22 Plus,Đã kích hoạt,,13.990.000đ,25.990.000đ,,8 GB,128 GB
,Xiaomi Redmi Note 12,Cũ Xước Cấn,,3.090.000đ,4.990.000đ,,8 GB,256 GB
,OPPO Reno7 Z,Cũ Xước Cấn,,2.990.000đ,9.990.000đ,,8 GB,128 GB
,Vivo Y53S,Cũ Xước Cấn,,2.790.000đ,6.990.000đ,,8 GB,128 GB
,Samsung Galaxy A72,Đã kích hoạt bảo hành,,5.590.000đ,11.490.000đ,,8 GB,256 GB
,iPhone 11,Cũ Xước Cấn,,8.990.000đ,19.990.000đ,,4 GB,256 GB
,iPhone 14 Plus,Đổi Bảo Hành,,Giá Liên Hệ,22.990.000đ,,6 GB,128 GB
,Masstel izi S3,Cũ Trầy Xước,,300.000đ,470.000đ,,,16 GB
,iPhone 14,Đã Kích Hoạt,,23.390.000đ,33.990.000đ,,6 GB,512 GB
,Realme C30s,Đã Kích Hoạt,,1.990.000đ,2.690.000đ,,3 GB,64 GB
,Xiaomi 12 Pro,Cũ Xước Cấn,,7.690.000đ,27.990.000đ,,12 GB,256 GB
,Samsung Galaxy S21 FE,Cũ Trầy Xước,,5.690.000đ,11.490.000đ,,6 GB,128 GB
,Samsung Galaxy Z Flip4 FMC,Cũ Trầy Xước,,8.090.000đ,25.990.000đ,,8 GB,256 GB
,Xiaomi 13T,Cũ Trầy Xước,,7.590.000đ,12.990.000đ,,12 GB,256 GB
,iPhone SE 2020,Cũ,,4.390.000đ,10.990.000đ,,3 GB,64 GB
,Realme C33,Đã Kích Hoạt,,3.490.000đ,3.490.000đ,,3 GB,32 GB
,Infinix Hot 40i,Cũ Đẹp,,1.990.000đ,3.190.000đ,,8 GB,256 GB
,Xiaomi 13 Lite,Đã Kích Hoạt,,7.490.000đ,11.490.000đ,,8 GB,128 GB
,Vsmart Star 4,Cũ đẹp,,1.490.000đ,2.290.000đ,,2 GB,32 GB
,Xiaomi Redmi Note 12S,Cũ Trầy Xước,,3.390.000đ,6.690.000đ,,8 GB,256 GB
,vivo Y22S,Cũ Trầy Xước,,2.390.000đ,5.290.000đ,,4 GB,128 GB
,OPPO A18,Cũ Trầy Xước,,1.990.000đ,3.290.000đ,,4 GB,64 GB
,Samsung Galaxy A04,Cũ Trầy Xước,,1.690.000đ,2.990.000đ,,3 GB,32 GB
,Infinix Hot 40i,Cũ Trầy Xước,,Giá Liên Hệ,2.390.000đ,,4 GB,128 GB
,OPPO Reno8 Pro,Cũ Xước Cấn,,6.190.000đ,18.990.000đ,,12 GB,256 GB
,OPPO Reno8 Pro,Cũ Xước Cấn,,6.190.000đ,18.990.000đ,,12 GB,256 GB
,OPPO A95,Cũ Đẹp-Đen,,3.590.000đ,6.990.000đ,,8 GB,128 GB
,Samsung Galaxy S23,Cũ Xước Cấn,,10.090.000đ,24.990.000đ,,8 GB,256 GB
,Samsung Galaxy A34,Cũ Xước Cấn,,3.940.000đ,8.490.000đ,,8 GB,128 GB
,realme Note 60,Đã Kích Hoạt,,2.390.000đ,3.090.000đ,,4 GB,64 GB
,iPhone 14 Pro,Đã Kích Hoạt,,25.490.000đ,30.990.000đ,,,128 GB
,iPhone 14 Pro Max,Đổi Bảo Hành,,Giá Liên Hệ,32.990.000đ,,,256 GB
,iPhone 11 Pro,Cũ trầy xước,,10.990.000đ,28.000.000đ,,4 GB,256 GB
,Xiaomi Mi 11T Pro,Đã kích hoạt,,8.790.000đ,14.990.000đ,,,
,Infinix Hot 40 Pro Free Fire,Cũ Trầy Xước,,2.490.000đ,4.290.000đ,,8 GB,256 GB
,Infinix Hot 30i,Cũ Trầy Xước,,Giá Liên Hệ,2.790.000đ,,4GB + Mở rộng 4GB,128 GB
,Realme Note 50,Cũ Trầy Xước,,1.490.000đ,2.790.000đ,,3 GB,64 GB
,iPhone 12 Pro Max,Cũ Xước Cấn,,Giá Liên Hệ,28.990.000đ,,,128 GB
,iPhone 14,Đổi Bảo Hành VN/A,,Giá Liên Hệ,19.990.000đ,,6 GB,128 GB
,FALSE,,,Giá Liên Hệ,44.990.000đ,,12 GB,512 GB
,iPhone 15 Pro Max,Đã kích hoạt,,Giá Liên Hệ,40.990.000đ,,,512 GB
,Xiaomi 13T,Cũ Xước Cấn,,6.690.000đ,12.990.000đ,,8 GB,256 GB
,Realme C35,Cũ Đẹp,,2.590.000đ,4.990.000đ,,4 GB,128 GB
,Xiaomi Poco X3 GT,Cũ Xước Cấn,,3.590.000đ,7.990.000đ,,8 GB,128 GB
,Samsung Galaxy A35,Cũ Xước Cấn,,4.990.000đ,8.290.000đ,,8 GB,128 GB
,Honor X7B,Cũ Trầy Xước,,3.190.000đ,3.490.000đ,,8 GB,256 GB
,Honor X7B,Cũ Trầy Xước,,3.190.000đ,3.490.000đ,,8 GB,256 GB
,Itel S23,Cũ Xước Cấn,,Giá Liên Hệ,3.490.000đ,,8 GB,128 GB
,Điện thoại Tecno Camon 30,Cũ Trầy Xước,,Giá Liên Hệ,6.990.000đ,,12 GB,256 GB
,vivo V29E,Cũ Trầy Xước,,5.090.000đ,8.990.000đ,,8 GB,256 GB
,Realme 9 Pro Plus,Cũ Đẹp,,3.990.000đ,6.990.000đ,,8 GB,128 GB
,iPhone 12 Pro Max,Đã Kích Hoạt,,26.490.000đ,36.990.000đ,,,128 GB
,Samsung Galaxy A15 LTE,Cũ Trầy Xước,,3.190.000đ,4.990.000đ,,8 GB,256 GB
,Xiaomi Redmi 12,Cũ Trầy Xước,,1.990.000đ,2.490.000đ,,4 GB,128 GB
,Xiaomi Redmi 13C,Cũ Xước Cấn,,Giá Liên Hệ,3.490.000đ,,6 GB,128 GB
,Xiaomi Poco F4,Cũ Xước Cấn,,4.290.000đ,9.990.000đ,,8 GB,256 GB
,Xiaomi Redmi Note 12S,Cũ Xước Cấn,,2.890.000đ,6.690.000đ,,8 GB,256 GB
,Samsung Galaxy M15,Cũ Đẹp,,3.290.000đ,5.890.000đ,,6 GB,128 GB
,Điện thoại Itel RS4,Đã Kích Hoạt,,3.090.000đ,3.990.000đ,,8 GB,256 GB
,Samsung Galaxy S23,Cũ Trầy Xước,,10.490.000đ,24.990.000đ,,8 GB,256 GB
,iPhone 14 Plus,Đổi Bảo Hành,,Giá Liên Hệ,22.990.000đ,,6 GB,128 GB
,Xiaomi Mi 11 Lite,Cũ trầy xước,,4.790.000đ,7.990.000đ,,8 GB,128 GB
,iPhone 14 Pro Max,Đổi Bảo Hành,,Giá Liên Hệ,32.990.000đ,,,256 GB
,iPhone 14 Pro,Cũ Xước Cấn,,Giá Liên Hệ,27.990.000đ,,,512 GB
,TCL 40SE,Đã Kích Hoạt,,2.590.000đ,3.990.000đ,,6 GB,256 GB
,Xiaomi Redmi Note 13 Pro,Đã Kích Hoạt,,5.390.000đ,6.390.000đ,,8 GB,256 GB
,iPhone 14 Pro,Đổi Bảo Hành,,Giá Liên Hệ,27.990.000đ,,,128 GB
,Nokia C21 Plus,Cũ Xước Cấn,,690.000đ,2.990.000đ,,3 GB,32 GB
,Nubia Red Magic 7 Pusar,Cũ Trầy Xước,,11.290.000đ,21.990.000đ,,16 GB,256 GB
,iPhone 14 Pro,Đổi Bảo Hành,,Giá Liên Hệ,29.990.000đ,,6 GB,256 GB
,iPhone 14 Pro,Đổi Bảo Hành,,Giá Liên Hệ,27.990.000đ,,,128 GB
,Tecno Spark 10,Cũ Trầy Xước,,1.890.000đ,3.590.000đ,,8 GB,128 GB
,iPhone 13,Cũ Xước Cấn,,Giá Liên Hệ,26.290.000đ,,4 GB,512 GB
,OPPO Reno12,Cũ Trầy Xước,,8.890.000đ,12.990.000đ,,12 GB,256 GB
,Xiaomi Redmi Note 13 Pro,Cũ Xước Cấn,,4.390.000đ,6.390.000đ,,8 GB,256 GB
,ASUS ROG Phone 7 Ultimate,Cũ Xước Cấn,,17.790.000đ,29.990.000đ,,16 GB,512 GB
,iPhone 15 Pro Max,Đã Kích Hoạt,,36.490.000đ,46.990.000đ,,,1 TB
,Xiaomi Redmi 10A,Cũ Xước Cấn,,1.590.000đ,2.890.000đ,,3 GB,64 GB
,Samsung Galaxy A25,Cũ Xước Cấn,,Giá Liên Hệ,6.590.000đ,,6 GB,128 GB
,Samsung Galaxy A33,Cũ Xước Cấn,,3.990.000đ,7.290.000đ,,8 GB,128 GB
,Samsung Galaxy A33,Cũ Xước Cấn,,3.990.000đ,7.290.000đ,,8 GB,128 GB
,Samsung Galaxy A52,Cũ Xước Cấn,,2.790.000đ,9.290.000đ,,8 GB,128 GB
,Samsung Galaxy A23,Cũ Trầy Xước,,3.190.000đ,5.990.000đ,,6 GB,128 GB
,Samsung Galaxy S23 Ultra,Cũ Xước Cấn,,15.290.000đ,31.990.000đ,,8 GB,256 GB
,iPhone 15 Pro Max,cũ đẹp 99%,,25.490.000 ₫,29.990.000 ₫,,,
,iPhone 15 Pro,cũ đẹp 99%,,20.190.000 ₫,26.990.000 ₫,,,
,iPhone 15 Plus,Cũ đẹp 99%,,18.290.000 ₫,23.990.000 ₫,,,
Apple,iPhone 14 Pro Max,cũ đẹp 99%,new,21.290.000 ₫,33.990.000 ₫,,6GB,128GB
Apple,iPhone 14 Pro Max,cũ đẹp 99%,new,22.290.000 ₫,33.990.000 ₫,,6GB,128GB
,iPhone 14 Pro,cũ đẹp 99%,new,17.990.000 ₫,31.990.000 ₫,,6GB,128GB
,iPhone 14 Plus,cũ đẹp 99%,new,14.490.000 ₫,31.990.000 ₫,,6 GB,256 GB
,iPhone 14,Cũ đẹp 99%,new,12.490.000 ₫,17.990.000 ₫,,6 GB,128GB
,iPhone 13 Pro Max,Cũ đẹp 99%,used,15.990.000 ₫,27.490.000 ₫,,,128 GB
,iPhone 13 Pro,cũ đẹp 99%,used,14.190.000 ₫,20.590.000 ₫,,,128 GB
,iPhone 12 Pro Max,cũ đẹp 99%,"used, Used",13.490.000 ₫,Liên hệ,,6 GB,128 GB
Apple,iPhone 12 Pro Max,cũ đẹp 99%,"used, Used",14.190.000 ₫,33.990.000 ₫,,6 GB,256 GB
,iPhone 12 Pro,Cũ đẹp 99%,used,10.290.000 ₫,32.990.000 ₫,,6 GB,128 GB
,iPhone 12,cũ đẹp 99%,"used, Đã qua sử dụng",7.990.000 ₫,24.990.000 ₫,,4 GB,64 GB
,Samsung Galaxy S24,Cũ Đẹp 99%,New,11.990.000 ₫,22.990.000 ₫,,8GB,128GB
,iPhone 11 Pro Max,cũ đẹp 99%,used,9.290.000 ₫,20.400.000 ₫,,4 GB,64 GB
,Samsung Galaxy S24 Plus,Cũ Đẹp 99%,New,15.790.000 ₫,26.990.000 ₫,,12GB,256GB
,iPhone 11 Pro,cũ đẹp 99%,used,7.590.000 ₫,17.990.000 ₫,,4 GB,64 GB
,iPhone 11,cũ đẹp 99%,used,6.490.000 ₫,Liên hệ,,4 GB,64 GB
Samsung,Samsung Galaxy S22 Ultra,Cũ đẹp 99%,New,11.490.000 ₫,30.990.000 ₫,,8Gb,128 GB
,iPhone 11 Pro Max,cũ đẹp 99%,used,10.290.000 ₫,23.990.000 ₫,,4 GB,256 GB
Samsung,Samsung Galaxy S23,Cũ Đẹp 99%,new,9.690.000 ₫,24.990.000 ₫,,8Gb,128 GB
,iPhone Xs MAX,cũ đẹp 99%,used,7.290.000 ₫,12.990.000 ₫,,4 GB,64 GB
,Samsung Galaxy S23 FE Cũ Đẹp,,,8.290.000 ₫,Liên hệ,,8GB,128GB
Apple,iPhone Xs,cũ đẹp 99%,used,5.290.000 ₫,Liên hệ,,4GB,64 GB
,iPhone 13,Cũ đẹp 99%,new,11.190.000 ₫,24.490.000 ₫,,,128 GB
Apple,iPhone XR,cũ đẹp 99%,used,5.190.000 ₫,11.190.000 ₫,,3 GB,64 GB
,Samsung Galaxy S21 Ultra,Cũ đẹp 99%,used,8.290.000 ₫,Liên hệ,,12 GB,128GB
,Samsung Galaxy S21,Cũ đẹp 99%,used,5.890.000 ₫,Liên hệ,,8 GB,128 GB
,Samsung Galaxy S21 Plus,Cũ đẹp 99%,used,6.790.000 ₫,25.990.000 ₫,,8 GB,128 GB
Apple,iPhone 14 Pro Max Lock,,new,16.590.000 ₫,33.990.000 ₫,,6GB,128GB
Apple,iPhone 8,cũ đẹp 99%,used,3.190.000 ₫,6.490.000 ₫,,2GB,64 GB
Apple,iPhone 8,cũ đẹp 99%,used,3.390.000 ₫,6.490.000 ₫,,2GB,64 GB
Apple,iPhone 8 Plus,cũ đẹp 99%,used,4.190.000 ₫,8.490.000 ₫,,3 GB,64 GB
Apple,iPhone 12,cũ đẹp 99%,used,8.590.000 ₫,19.990.000 ₫,,4 GB,128GB
,iPhone 11 Pro,cũ đẹp 99%,used,8.490.000 ₫,18.990.000 ₫,,4 GB,256 GB
,iPhone 13 Lock,Cũ đẹp 99%,new,8.390.000 ₫,24.490.000 ₫,,,128 GB
Apple,iPhone 11,cũ đẹp 99%,used,7.490.000 ₫,15.790.000 ₫,,4 GB,128 GB
Apple,iPhone Xs,cũ đẹp 99%,used,5.690.000 ₫,7.490.000 ₫,,4GB,256 GB
Samsung,Samsung Galaxy S21 FE,Cũ đẹp 99%,"new, New",5.190.000 ₫,16.990.000 ₫,,6GB,128GB
Apple,iPhone Xs MAX,cũ đẹp 99%,used,7.990.000 ₫,15.390.000 ₫,,4 GB,256 GB
,Apple iPhone 7,cũ 99%,,2.590.000 ₫,4.290.000 ₫,,2GB,32 GB
,iPhone 13 Pro,cũ đẹp 99%,used,14.590.000 ₫,20.590.000 ₫,,,256 GB
Apple,iPhone XR,cũ đẹp 99%,used,5.790.000 ₫,11.490.000 ₫,,3 GB,128 GB
Apple,iPhone X,cũ đẹp 99%,Đã qua sử dụng,5.390.000 ₫,12.190.000 ₫,,3 GB,256 GB
,iPhone 13 Pro Max,Cũ đẹp 99%,used,16.990.000 ₫,34.990.000 ₫,,,128 GB
,iPhone 13,Cũ đẹp 99%,new,12.790.000 ₫,24.490.000 ₫,,,128 GB
,iPhone 14 Lock,,,9.990.000 ₫,21.490.000 ₫,,,
,iPhone 14 Plus,cũ đẹp 99%,new,15.690.000 ₫,31.990.000 ₫,,6 GB,256 GB
,iPhone 15 Plus,Cũ đẹp 99%,,20.390.000 ₫,23.990.000 ₫,,,
Apple,Apple iPhone 7 plus,cũ 99%,Đã qua sử dụng,3.690.000 ₫,5.990.000 ₫,,3 GB,32 GB
Apple,Apple iPhone Xs,cũ 99%,Đã qua sử dụng,6.390.000 ₫,13.490.000 ₫,,4GB,512GB
,Samsung Galaxy S20 FE,cũ,,4.690.000 ₫,Liên hệ,,6GB,128GB
,iPhone 15,cũ đẹp 99%,,15.390.000 ₫,20.990.000 ₫,,,
,iPhone 15,cũ đẹp 99%,,16.790.000 ₫,20.990.000 ₫,,,
,Samsung Galaxy Z Flip5,Cũ đẹp 99%,new,10.490.000 ₫,25.990.000 ₫,,8Gb,256 GB
Samsung,Samsung Galaxy S22,cũ đẹp 99%,New,6.990.000 ₫,21.990.000 ₫,,8Gb,128 GB
Samsung,Samsung Galaxy S22 Plus,cũ đẹp 99%,New,8.190.000 ₫,14.990.000 ₫,,8Gb,128 GB
,Samsung Galaxy S20 Plus,cũ,used,5.490.000 ₫,7.890.000 ₫,,8 GB,128 GB
Samsung,Samsung Galaxy S22 Ultra,cũ đẹp 99%,New,12.190.000 ₫,30.990.000 ₫,,12 GB,256 GB
Apple,iPhone 12 Pro,cũ đẹp 99%,used,11.290.000 ₫,Liên hệ,,6 GB,256 GB
,iPhone 14 Pro,cũ đẹp 99%,new,19.490.000 ₫,29.990.000 ₫,,6GB,1 TB
,iPhone 14 Pro,,,14.990.000 ₫,31.990.000 ₫,,,
,Sony Xperia 1 III,Cũ 99%,used,7.990.000 ₫,15.990.000 ₫,,12 GB,256 GB
Apple,iPhone X,cũ đẹp 99%,Đã qua sử dụng,4.690.000 ₫,9.490.000 ₫,,3 GB,64 GB
,iPhone 12 mini,cũ đẹp 99%,,6.190.000 ₫,Liên hệ,,,
Apple,iPhone Xs MAX,cũ đẹp 99%,used,8.090.000 ₫,15.890.000 ₫,,4 GB,512 GB
,Điện thoại Sony Xperia 5 II,cũ 99%,used,4.190.000 ₫,6.990.000 ₫,,8 GB,128 GB
,Samsung Galaxy S20,Cũ,used,4.990.000 ₫,11.990.000 ₫,,8 GB,128 GB
Apple,iPhone 12 Pro,cũ đẹp 99%,used,11.790.000 ₫,32.990.000 ₫,,6 GB,512GB
Apple,iPad Gen 6 Wifi,cũ 99%,used,3.990.000 ₫,7.990.000 ₫,,2GB,32 GB
Apple,iPad Air 2 LTE,Cũ 98%,used,2.490.000 ₫,6.990.000 ₫,,2GB,16GB
Apple,iPad Air 2 LTE,cũ 99%,used,2.699.000 ₫,7.990.000 ₫,,2GB,32 GB
Apple,iPad Air 1 Wifi,cũ 99%,Đã qua sử dụng,1.990.000 ₫,4.990.000 ₫,,1GB,16GB
Apple,iPad Air 1 LTE,cũ 99%,used,1.990.000 ₫,4.990.000 ₫,,1GB,16GB
,iPhone 13,Cũ 99%,new,13.690.000 ₫,24.490.000 ₫,,,128 GB
Apple,iPad Air 2 LTE,cũ 99%,used,2.490.000 ₫,6.990.000 ₫,,2GB,16GB
Apple,Apple iPhone 12 Mini,cũ 99%,Đã qua sử dụng,6.990.000 ₫,Liên hệ,,4 GB,128 GB
Apple,Apple iPhone 11 Pro MAX Lock,,Đã qua sử dụng,6.990.000 ₫,18.100.000 ₫,,4 GB,64 GB
Apple,iPad Mini 4,cũ 99%,used,2.690.000 ₫,6.490.000 ₫,,2GB,16GB
Apple,"iPad Gen 5 9.7"" 2017 LTE",cũ 99%,used,4.290.000 ₫,7.490.000 ₫,,2GB,32 GB
,iPhone 13 Pro Max,Cũ đẹp 99%,used,17.390.000 ₫,34.990.000 ₫,,,512GB
,iPhone 12 Lock,Cũ,"used, Đã qua sử dụng",5.690.000 ₫,8.090.000 ₫,,4 GB,64 GB
,iPhone 13 Pro,cũ đẹp 99%,used,15.390.000 ₫,20.790.000 ₫,,,512GB
Samsung,Samsung Galaxy S23 Ultra,Cũ Đẹp 99%,new,16.990.000 ₫,31.990.000 ₫,,8Gb,256 GB
Samsung,Samsung Galaxy Z Flip4,TBH,new,10.490.000 ₫,25.990.000 ₫,,8 GB,128 GB
,iPhone 14 Pro Max,cũ đẹp 99%,,22.990.000 ₫,Liên hệ,,,
,iPhone 15 Plus Lock,,,14.790.000 ₫,Liên hệ,,,
Samsung,Samsung Galaxy S23 Plus,Cũ Đẹp 99%,new,12.990.000 ₫,26.990.000 ₫,,8Gb,256 GB
Apple,iPhone X,Mới 100% TBH,Đã qua sử dụng,5.990.000 ₫,9.490.000 ₫,,3 GB,64 GB
Apple,iPhone 12 Pro Max Lock,Cũ,"Used, Đã qua sử dụng",10.690.000 ₫,13.290.000 ₫,,6 GB,128 GB
Apple,iPhone 11 Pro max,cũ chính hãng 99%,used,10.790.000 ₫,23.990.000 ₫,,4 GB,512GB
Apple,iPhone 11,cũ 99%,Đã qua sử dụng,7.890.000 ₫,15.790.000 ₫,,4 GB,256 GB
,iPhone 11 Pro,cũ đẹp 99%,used,8.990.000 ₫,18.990.000 ₫,,4 GB,256 GB
,iPhone 6,cũ đẹp 99%,,Liên hệ,Liên hệ,,,
,Samsung Galaxy Note 20 Ultra,Cũ,used,8.690.000 ₫,Liên hệ,,12 GB,128GB
Samsung,Samsung Galaxy S22,cũ đẹp 99%,New,7.390.000 ₫,21.990.000 ₫,,8Gb,256 GB
Apple,iPhone 12 Pro Max,cũ đẹp 99%,"used, Used",14.990.000 ₫,33.990.000 ₫,,6 GB,512GB
,iPhone 14 Plus Lock,cũ,new,11.490.000 ₫,28.990.000 ₫,,6 GB,128GB
Apple,iPhone 14 Pro Max,cũ đẹp 99%,new,22.990.000 ₫,51.990.000 ₫,,6GB,1 TB
Apple,iPhone 14 Pro Max,cũ đẹp 99%,new,22.990.000 ₫,51.990.000 ₫,,6GB,1 TB
Apple,Apple iPhone SE 2020,cũ 99%,used,3.790.000 ₫,7.490.000 ₫,,3 GB,64 GB
Apple,iPhone 14 Pro Max Lock,,new,18.790.000 ₫,33.990.000 ₫,,6GB,128GB
Apple,Apple iPhone 7 plus,cũ 99%,Đã qua sử dụng,3.390.000 ₫,5.990.000 ₫,,3 GB,32 GB
,Samsung Galaxy S10e Mỹ,Cũ,used,3.990.000 ₫,7.790.000 ₫,,6GB,128 GB
,iPhone 15 Pro Max,cũ đẹp 99%,,28.690.000 ₫,33.990.000 ₫,,,
,Google Pixel 8 Pro Quốc Tế,,,16.990.000 ₫,25.990.000 ₫,,12 GB,128GB
,Google Pixel 8a,,New,9.490.000 ₫,12.990.000 ₫,,8GB,128GB
,Google Pixel 5,cũ 99%,used,4.390.000 ₫,8.990.000 ₫,,8Gb,128 GB
Apple,Apple iPhone SE 2020,cũ 99%,used,4.190.000 ₫,7.490.000 ₫,,3 GB,64 GB
,Sony Xperia 1 II,Cũ 99%,used,4.590.000 ₫,6.990.000 ₫,,8Gb,128 MB
Apple,Apple iPad Gen 7 2019 WIFI,cũ 99%,used,5.490.000 ₫,8.190.000 ₫,,3 GB,32 GB
Apple,Apple iPad Gen 8 WIFI,cũ 99%,used,4.490.000 ₫,8.190.000 ₫,,3 GB,32 GB
Apple,Apple iPad Gen 8,Cũ 99%,used,4.990.000 ₫,8.190.000 ₫,,3 GB,32 GB
,"iPad Gen 9 10.2"" 2021 WiFi",Cũ | Chính hãng Việt Nam,new,5.690.000 ₫,10.990.000 ₫,,,64 GB
Apple,Apple iPhone 7 plus,cũ 99%,Đã qua sử dụng,3.790.000 ₫,5.990.000 ₫,,3 GB,32 GB
,iPhone 15 Pro Max,cũ đẹp 99%,,30.990.000 ₫,33.990.000 ₫,,,
,Google Pixel 6 Pro,cũ,used,7.490.000 ₫,15.990.000 ₫,,12 GB,128GB
,Google Pixel 6,Cũ,used,5.890.000 ₫,14.390.000 ₫,,8Gb,128GB
,Google Pixel 6A,Cũ 99%,new,5.990.000 ₫,7.490.000 ₫,,6 GB,128GB
,Google Pixel 7,Cũ 99%,new,7.790.000 ₫,12.990.000 ₫,,8Gb,128GB
,Google Pixel 7 Pro,Cũ 99%,new,8.990.000 ₫,20.990.000 ₫,,8Gb,128GB
,Google Pixel 7a,Mới Fullbox,new,9.290.000 ₫,12.990.000 ₫,,8Gb,128GB
,Google Pixel 7 Pro,Mới Fullbox,new,11.990.000 ₫,20.990.000 ₫,,8Gb,128GB
,Google Pixel 7,Mới Fullbox,new,10.990.000 ₫,12.990.000 ₫,,8Gb,128GB
Samsung,Samsung Galaxy Z Flip4,cũ,new,7.990.000 ₫,25.990.000 ₫,,8 GB,128 GB
Samsung,Samsung Galaxy Z Flip4,TBH,new,8.990.000 ₫,25.990.000 ₫,,8 GB,128 GB
,iPhone 13,,new,12.990.000 ₫,24.490.000 ₫,,,128 GB
,Apple Watch Series 6 44mm,cũ đẹp 99%,new,3.990.000 ₫,13.990.000 ₫,,,
